# From extend_go_genes.pl on Tue Apr 21 11:35:37 2020
# Input = gos_table.txt
# Genes	GO	GO branch
bcr	GO:0071702	P
bglF	GO:0071702	P
bglH	GO:0071702	P
btuB	GO:0071702	P
btuC	GO:0071702	P
btuD	GO:0071702	P
btuE	GO:0071702	P
btuF	GO:0071702	P
ccmA	GO:0071702	P
ccmB	GO:0071702	P
ccmC	GO:0071702	P
ccmD	GO:0071702	P
ccmE	GO:0071702	P
ccmF	GO:0071702	P
chbA	GO:0071702	P
chbB	GO:0071702	P
chbC	GO:0071702	P
chiP	GO:0071702	P
cirA	GO:0071702	P
cmtA	GO:0071702	P
cmtB	GO:0071702	P
cobT	GO:0071702	P
crr	GO:0071702	P
csgE	GO:0071702	P
csgG	GO:0071702	P
cstA	GO:0071702	P
cydC	GO:0071702	P
cydD	GO:0071702	P
ddpA	GO:0071702	P
ddpB	GO:0071702	P
ddpC	GO:0071702	P
ddpD	GO:0071702	P
ddpF	GO:0071702	P
dhaM	GO:0071702	P
dppA	GO:0071702	P
dppB	GO:0071702	P
dppC	GO:0071702	P
dppD	GO:0071702	P
dppF	GO:0071702	P
dsdX	GO:0071702	P
dtpA	GO:0071702	P
dtpB	GO:0071702	P
dtpC	GO:0071702	P
dtpD	GO:0071702	P
emrA	GO:0071702	P
emrB	GO:0071702	P
emrK	GO:0071702	P
emrY	GO:0071702	P
eutH	GO:0071702	P
exbB	GO:0071702	P
exbD	GO:0071702	P
exuT	GO:0071702	P
fadD	GO:0071702	P
fadL	GO:0071702	P
fepA	GO:0071702	P
ffh	GO:0071702	P
fiu	GO:0071702	P
flhA	GO:0071702	P
flhB	GO:0071702	P
fliH	GO:0071702	P
fliI	GO:0071702	P
fliJ	GO:0071702	P
fliP	GO:0071702	P
fliQ	GO:0071702	P
fliR	GO:0071702	P
fruA	GO:0071702	P
fruB	GO:0071702	P
frvA	GO:0071702	P
frvB	GO:0071702	P
frwB	GO:0071702	P
frwC	GO:0071702	P
frwD	GO:0071702	P
fryA	GO:0071702	P
fryB	GO:0071702	P
fryC	GO:0071702	P
ftsW	GO:0071702	P
ftsY	GO:0071702	P
fucP	GO:0071702	P
galP	GO:0071702	P
gatA	GO:0071702	P
gatB	GO:0071702	P
gatZ	GO:0071702	P
gfcE	GO:0071702	P
ghxP	GO:0071702	P
ghxQ	GO:0071702	P
glpF	GO:0071702	P
glpT	GO:0071702	P
glvB	GO:0071702	P
glvC	GO:0071702	P
gntP	GO:0071702	P
gntT	GO:0071702	P
gntU	GO:0071702	P
gsiA	GO:0071702	P
gsiB	GO:0071702	P
gsiC	GO:0071702	P
gsiD	GO:0071702	P
gspC	GO:0071702	P
gspD	GO:0071702	P
gspE	GO:0071702	P
gspF	GO:0071702	P
gspG	GO:0071702	P
gspH	GO:0071702	P
gspI	GO:0071702	P
gspJ	GO:0071702	P
gspK	GO:0071702	P
gspL	GO:0071702	P
gspM	GO:0071702	P
gutM	GO:0071702	P
hcaT	GO:0071702	P
hofC	GO:0071702	P
hofQ	GO:0071702	P
idnT	GO:0071702	P
kbaZ	GO:0071702	P
kdgT	GO:0071702	P
lacY	GO:0071702	P
lamB	GO:0071702	P
lgoT	GO:0071702	P
lolA	GO:0071702	P
lolB	GO:0071702	P
lolC	GO:0071702	P
lolD	GO:0071702	P
lolE	GO:0071702	P
lplT	GO:0071702	P
lptA	GO:0071702	P
lptB	GO:0071702	P
lptC	GO:0071702	P
lptD	GO:0071702	P
lptE	GO:0071702	P
lptF	GO:0071702	P
lptG	GO:0071702	P
macA	GO:0071702	P
macB	GO:0071702	P
malE	GO:0071702	P
malF	GO:0071702	P
malG	GO:0071702	P
malK	GO:0071702	P
malM	GO:0071702	P
malX	GO:0071702	P
manX	GO:0071702	P
manY	GO:0071702	P
manZ	GO:0071702	P
mdtA	GO:0071702	P
mdtB	GO:0071702	P
mdtC	GO:0071702	P
mdtE	GO:0071702	P
mdtF	GO:0071702	P
mdtI	GO:0071702	P
mdtJ	GO:0071702	P
mdtK	GO:0071702	P
mdtM	GO:0071702	P
melB	GO:0071702	P
mglA	GO:0071702	P
mglB	GO:0071702	P
mglC	GO:0071702	P
mlaA	GO:0071702	P
mlaB	GO:0071702	P
mlaC	GO:0071702	P
mlaD	GO:0071702	P
mlaE	GO:0071702	P
mlaF	GO:0071702	P
mngA	GO:0071702	P
mppA	GO:0071702	P
mrdB	GO:0071702	P
msbA	GO:0071702	P
mtlA	GO:0071702	P
murJ	GO:0071702	P
murP	GO:0071702	P
nagE	GO:0071702	P
nanC	GO:0071702	P
nanT	GO:0071702	P
nepI	GO:0071702	P
nfrB	GO:0071702	P
nikA	GO:0071702	P
nikB	GO:0071702	P
nikC	GO:0071702	P
nikD	GO:0071702	P
npr	GO:0071702	P
nrfE	GO:0071702	P
nupC	GO:0071702	P
nupG	GO:0071702	P
nupX	GO:0071702	P
ompC	GO:0071702	P
ompF	GO:0071702	P
ompG	GO:0071702	P
ompL	GO:0071702	P
ompN	GO:0071702	P
oppA	GO:0071702	P
oppB	GO:0071702	P
oppC	GO:0071702	P
oppD	GO:0071702	P
oppF	GO:0071702	P
pgaA	GO:0071702	P
phnC	GO:0071702	P
phnD	GO:0071702	P
phnF	GO:0071702	P
phnG	GO:0071702	P
plaP	GO:0071702	P
pnuC	GO:0071702	P
potA	GO:0071702	P
potB	GO:0071702	P
potC	GO:0071702	P
potD	GO:0071702	P
potE	GO:0071702	P
potF	GO:0071702	P
potG	GO:0071702	P
potH	GO:0071702	P
potI	GO:0071702	P
ppdB	GO:0071702	P
pqiB	GO:0071702	P
proV	GO:0071702	P
proW	GO:0071702	P
psuT	GO:0071702	P
ptsA	GO:0071702	P
ptsG	GO:0071702	P
ptsH	GO:0071702	P
ptsI	GO:0071702	P
ptsN	GO:0071702	P
ptsP	GO:0071702	P
putP	GO:0071702	P
puuP	GO:0071702	P
rbsA	GO:0071702	P
rbsB	GO:0071702	P
rbsC	GO:0071702	P
rhaT	GO:0071702	P
rutG	GO:0071702	P
sapA	GO:0071702	P
sapB	GO:0071702	P
sapC	GO:0071702	P
sapD	GO:0071702	P
sapF	GO:0071702	P
sbmA	GO:0071702	P
secA	GO:0071702	P
secB	GO:0071702	P
secD	GO:0071702	P
secE	GO:0071702	P
secF	GO:0071702	P
secG	GO:0071702	P
secY	GO:0071702	P
setA	GO:0071702	P
setB	GO:0071702	P
setC	GO:0071702	P
sgcA	GO:0071702	P
sgcB	GO:0071702	P
sgcC	GO:0071702	P
sgrR	GO:0071702	P
sgrT	GO:0071702	P
srlA	GO:0071702	P
srlB	GO:0071702	P
srlE	GO:0071702	P
srlR	GO:0071702	P
tamA	GO:0071702	P
tamB	GO:0071702	P
tatA	GO:0071702	P
tatB	GO:0071702	P
tatC	GO:0071702	P
tatE	GO:0071702	P
thiB	GO:0071702	P
thiP	GO:0071702	P
thiQ	GO:0071702	P
tig	GO:0071702	P
tolA	GO:0071702	P
tolB	GO:0071702	P
tolC	GO:0071702	P
tolQ	GO:0071702	P
tolR	GO:0071702	P
tonB	GO:0071702	P
treB	GO:0071702	P
tsx	GO:0071702	P
uacT	GO:0071702	P
ugpA	GO:0071702	P
ugpB	GO:0071702	P
ugpC	GO:0071702	P
ugpE	GO:0071702	P
uhpT	GO:0071702	P
uidB	GO:0071702	P
uidC	GO:0071702	P
ulaA	GO:0071702	P
ulaB	GO:0071702	P
ulaC	GO:0071702	P
uraA	GO:0071702	P
wza	GO:0071702	P
xanP	GO:0071702	P
xanQ	GO:0071702	P
xapB	GO:0071702	P
xylE	GO:0071702	P
xylF	GO:0071702	P
xylG	GO:0071702	P
xylH	GO:0071702	P
yadI	GO:0071702	P
yagG	GO:0071702	P
yajC	GO:0071702	P
ybaE	GO:0071702	P
ybbW	GO:0071702	P
ybbY	GO:0071702	P
ydcS	GO:0071702	P
ydeA	GO:0071702	P
ydeE	GO:0071702	P
yebT	GO:0071702	P
yeeO	GO:0071702	P
yegT	GO:0071702	P
yejA	GO:0071702	P
yejB	GO:0071702	P
yejE	GO:0071702	P
yejF	GO:0071702	P
ygbN	GO:0071702	P
yghD	GO:0071702	P
yghF	GO:0071702	P
ygiS	GO:0071702	P
yhhQ	GO:0071702	P
yhiI	GO:0071702	P
yhjD	GO:0071702	P
yiaM	GO:0071702	P
yiaN	GO:0071702	P
yiaO	GO:0071702	P
yicJ	GO:0071702	P
yidC	GO:0071702	P
yidD	GO:0071702	P
yidK	GO:0071702	P
yihO	GO:0071702	P
yihP	GO:0071702	P
yjhF	GO:0071702	P
yojI	GO:0071702	P
ytfQ	GO:0071702	P
hchA	GO:0019249	P
yhbO	GO:0019249	P
hchA	GO:0036525	P
yajL	GO:0036525	P
yhbO	GO:0036525	P
hchA	GO:0051595	P
kefC	GO:0051595	P
ydbD	GO:0051595	P
yjjQ	GO:0051595	P
yqiI	GO:0051595	P
hchA	GO:0106044	P
yajL	GO:0106044	P
yhbO	GO:0106044	P
hcp	GO:0018119	P
hcp	GO:0035606	P
hcp	GO:0046210	P
hmp	GO:0046210	P
norV	GO:0046210	P
norW	GO:0046210	P
alx	GO:0009268	P
ariR	GO:0009268	P
cadB	GO:0009268	P
clcA	GO:0009268	P
clcB	GO:0009268	P
evgS	GO:0009268	P
focA	GO:0009268	P
frc	GO:0009268	P
glsA	GO:0009268	P
hchA	GO:0009268	P
hdeA	GO:0009268	P
hdeB	GO:0009268	P
hdeD	GO:0009268	P
iraM	GO:0009268	P
lepA	GO:0009268	P
mgrB	GO:0009268	P
mnmE	GO:0009268	P
nadR	GO:0009268	P
oxc	GO:0009268	P
phoU	GO:0009268	P
safA	GO:0009268	P
sodA	GO:0009268	P
yagU	GO:0009268	P
ybaT	GO:0009268	P
yceO	GO:0009268	P
ycgZ	GO:0009268	P
ydeP	GO:0009268	P
ygiN	GO:0009268	P
yhbO	GO:0009268	P
yhcN	GO:0009268	P
yjaA	GO:0009268	P
yodD	GO:0009268	P
yqgB	GO:0009268	P
hdhA	GO:0008202	P
hdhA	GO:0030573	P
helD	GO:0000725	P
radA	GO:0000725	P
recB	GO:0000725	P
recC	GO:0000725	P
recD	GO:0000725	P
recN	GO:0000725	P
rep	GO:0000725	P
ruvA	GO:0000725	P
ruvB	GO:0000725	P
ruvC	GO:0000725	P
ssb	GO:0000725	P
uvrD	GO:0000725	P
hemA	GO:0006782	P
hemB	GO:0006782	P
hemC	GO:0006782	P
hemD	GO:0006782	P
hemE	GO:0006782	P
hemF	GO:0006782	P
hemG	GO:0006782	P
hemL	GO:0006782	P
hemN	GO:0006782	P
hemW	GO:0006782	P
hemA	GO:0019353	P
hemE	GO:0019353	P
hemF	GO:0019353	P
hemN	GO:0019353	P
btuR	GO:0033014	P
cobC	GO:0033014	P
cobS	GO:0033014	P
cobT	GO:0033014	P
cobU	GO:0033014	P
cyoE	GO:0033014	P
cysG	GO:0033014	P
eutT	GO:0033014	P
gltX	GO:0033014	P
hemA	GO:0033014	P
hemB	GO:0033014	P
hemC	GO:0033014	P
hemD	GO:0033014	P
hemE	GO:0033014	P
hemF	GO:0033014	P
hemG	GO:0033014	P
hemH	GO:0033014	P
hemL	GO:0033014	P
hemN	GO:0033014	P
hemW	GO:0033014	P
hemY	GO:0033014	P
purC	GO:0033014	P
yfdG	GO:0033014	P
hemC	GO:0018160	P
hemE	GO:0006780	P
bluF	GO:0009416	P
dam	GO:0009416	P
dgkA	GO:0009416	P
efeO	GO:0009416	P
fadD	GO:0009416	P
gcvA	GO:0009416	P
guaB	GO:0009416	P
hemH	GO:0009416	P
loiP	GO:0009416	P
mnmG	GO:0009416	P
nth	GO:0009416	P
radD	GO:0009416	P
recF	GO:0009416	P
recN	GO:0009416	P
recR	GO:0009416	P
rfbC	GO:0009416	P
ruvB	GO:0009416	P
ubiH	GO:0009416	P
uspC	GO:0009416	P
uspD	GO:0009416	P
uspE	GO:0009416	P
yfaL	GO:0009416	P
yhbO	GO:0009416	P
hemA	GO:0046501	P
hemB	GO:0046501	P
hemC	GO:0046501	P
hemD	GO:0046501	P
hemE	GO:0046501	P
hemF	GO:0046501	P
hemG	GO:0046501	P
hemH	GO:0046501	P
hemL	GO:0046501	P
hemN	GO:0046501	P
hemW	GO:0046501	P
cyoE	GO:0042168	P
cysG	GO:0042168	P
hemB	GO:0042168	P
hemC	GO:0042168	P
hemE	GO:0042168	P
hemF	GO:0042168	P
hemG	GO:0042168	P
hemH	GO:0042168	P
hemY	GO:0042168	P
yfdG	GO:0042168	P
eco	GO:0052547	P
hflC	GO:0052547	P
yfhM	GO:0052547	P
hflX	GO:0019042	P
hflX	GO:0032790	P
infC	GO:0032790	P
hflX	GO:0036289	P
hipA	GO:0036289	P
hfq	GO:0040033	P
chpB	GO:0043487	P
deaD	GO:0043487	P
hfq	GO:0043487	P
higB	GO:0043487	P
mqsR	GO:0043487	P
rapZ	GO:0043487	P
rppH	GO:0043487	P
rpsH	GO:0043487	P
hfq	GO:0045974	P
hfq	GO:0045975	P
hisA	GO:0000162	P
pabA	GO:0000162	P
trpA	GO:0000162	P
trpB	GO:0000162	P
trpC	GO:0000162	P
trpD	GO:0000162	P
trpE	GO:0000162	P
trpL	GO:0000162	P
ybiB	GO:0000162	P
hisP	GO:0015817	P
hisP	GO:0089709	P
hisQ	GO:0089709	P
hisP	GO:1903810	P
hisQ	GO:1903810	P
hisS	GO:0006427	P
hlyE	GO:0001897	P
hlyE	GO:0044179	P
hlyE	GO:0044532	P
hmp	GO:0015671	P
hmp	GO:0051409	P
oxyR	GO:0051409	P
ytfE	GO:0051409	P
hmp	GO:0071500	P
hns	GO:0016458	P
stpA	GO:0016458	P
hofN	GO:0043107	P
hofN	GO:0043683	P
aas	GO:0044238	P
aat	GO:0044238	P
abgA	GO:0044238	P
abgB	GO:0044238	P
accA	GO:0044238	P
accB	GO:0044238	P
accC	GO:0044238	P
accD	GO:0044238	P
aceA	GO:0044238	P
aceB	GO:0044238	P
aceE	GO:0044238	P
aceF	GO:0044238	P
aceK	GO:0044238	P
acnA	GO:0044238	P
acnB	GO:0044238	P
acpH	GO:0044238	P
acpP	GO:0044238	P
acpS	GO:0044238	P
acpT	GO:0044238	P
add	GO:0044238	P
adiA	GO:0044238	P
adk	GO:0044238	P
agaI	GO:0044238	P
agp	GO:0044238	P
ahr	GO:0044238	P
ais	GO:0044238	P
aldA	GO:0044238	P
alsE	GO:0044238	P
alsK	GO:0044238	P
amn	GO:0044238	P
ampH	GO:0044238	P
amyA	GO:0044238	P
anmK	GO:0044238	P
ansA	GO:0044238	P
ansB	GO:0044238	P
apaH	GO:0044238	P
apt	GO:0044238	P
araA	GO:0044238	P
araB	GO:0044238	P
araC	GO:0044238	P
araD	GO:0044238	P
argA	GO:0044238	P
argB	GO:0044238	P
argC	GO:0044238	P
argD	GO:0044238	P
argE	GO:0044238	P
argF	GO:0044238	P
argG	GO:0044238	P
argH	GO:0044238	P
argI	GO:0044238	P
argR	GO:0044238	P
arnA	GO:0044238	P
arnB	GO:0044238	P
arnC	GO:0044238	P
arnD	GO:0044238	P
arnE	GO:0044238	P
arnF	GO:0044238	P
arnT	GO:0044238	P
aroA	GO:0044238	P
aroB	GO:0044238	P
aroC	GO:0044238	P
aroD	GO:0044238	P
aroE	GO:0044238	P
aroF	GO:0044238	P
aroG	GO:0044238	P
aroH	GO:0044238	P
aroK	GO:0044238	P
aroL	GO:0044238	P
ascB	GO:0044238	P
asd	GO:0044238	P
aslB	GO:0044238	P
asnA	GO:0044238	P
asnB	GO:0044238	P
aspA	GO:0044238	P
aspC	GO:0044238	P
astC	GO:0044238	P
atoA	GO:0044238	P
atoB	GO:0044238	P
atoD	GO:0044238	P
atpA	GO:0044238	P
atpB	GO:0044238	P
atpC	GO:0044238	P
atpD	GO:0044238	P
atpE	GO:0044238	P
atpF	GO:0044238	P
atpG	GO:0044238	P
atpH	GO:0044238	P
avtA	GO:0044238	P
bcsA	GO:0044238	P
bcsB	GO:0044238	P
bcsZ	GO:0044238	P
bepA	GO:0044238	P
bglA	GO:0044238	P
bglB	GO:0044238	P
bglX	GO:0044238	P
blc	GO:0044238	P
cadA	GO:0044238	P
carA	GO:0044238	P
carB	GO:0044238	P
cbl	GO:0044238	P
cdd	GO:0044238	P
cdh	GO:0044238	P
cdsA	GO:0044238	P
cfa	GO:0044238	P
chbF	GO:0044238	P
chbG	GO:0044238	P
chiA	GO:0044238	P
clpA	GO:0044238	P
clpB	GO:0044238	P
clpP	GO:0044238	P
clpS	GO:0044238	P
clpX	GO:0044238	P
clsA	GO:0044238	P
clsB	GO:0044238	P
clsC	GO:0044238	P
cmk	GO:0044238	P
coaA	GO:0044238	P
coaD	GO:0044238	P
coaE	GO:0044238	P
cobT	GO:0044238	P
cpdB	GO:0044238	P
cpsB	GO:0044238	P
cpsG	GO:0044238	P
cra	GO:0044238	P
csdA	GO:0044238	P
csgA	GO:0044238	P
csgB	GO:0044238	P
cyaA	GO:0044238	P
cysB	GO:0044238	P
cysE	GO:0044238	P
cysI	GO:0044238	P
cysJ	GO:0044238	P
cysK	GO:0044238	P
cysM	GO:0044238	P
cysQ	GO:0044238	P
cysZ	GO:0044238	P
cyuA	GO:0044238	P
cyuP	GO:0044238	P
dacA	GO:0044238	P
dacB	GO:0044238	P
dacC	GO:0044238	P
dacD	GO:0044238	P
dadA	GO:0044238	P
dapA	GO:0044238	P
dapB	GO:0044238	P
dapD	GO:0044238	P
dapE	GO:0044238	P
dapF	GO:0044238	P
dcd	GO:0044238	P
dcp	GO:0044238	P
dcyD	GO:0044238	P
ddpX	GO:0044238	P
decR	GO:0044238	P
degP	GO:0044238	P
degQ	GO:0044238	P
degS	GO:0044238	P
deoA	GO:0044238	P
deoB	GO:0044238	P
deoC	GO:0044238	P
deoD	GO:0044238	P
dfp	GO:0044238	P
dgkA	GO:0044238	P
dgoA	GO:0044238	P
dgoD	GO:0044238	P
dgoK	GO:0044238	P
dgt	GO:0044238	P
dhaK	GO:0044238	P
dinG	GO:0044238	P
dkgA	GO:0044238	P
dkgB	GO:0044238	P
dsdA	GO:0044238	P
dtd	GO:0044238	P
dut	GO:0044238	P
dxr	GO:0044238	P
dxs	GO:0044238	P
ebgA	GO:0044238	P
edd	GO:0044238	P
elaD	GO:0044238	P
elbB	GO:0044238	P
eno	GO:0044238	P
envC	GO:0044238	P
epd	GO:0044238	P
eptA	GO:0044238	P
eptB	GO:0044238	P
eptC	GO:0044238	P
erpA	GO:0044238	P
etk	GO:0044238	P
eutB	GO:0044238	P
eutC	GO:0044238	P
fabA	GO:0044238	P
fabB	GO:0044238	P
fabD	GO:0044238	P
fabF	GO:0044238	P
fabG	GO:0044238	P
fabH	GO:0044238	P
fabI	GO:0044238	P
fabR	GO:0044238	P
fabZ	GO:0044238	P
fadA	GO:0044238	P
fadB	GO:0044238	P
fadD	GO:0044238	P
fadE	GO:0044238	P
fadH	GO:0044238	P
fadI	GO:0044238	P
fadJ	GO:0044238	P
fadK	GO:0044238	P
fadM	GO:0044238	P
fadR	GO:0044238	P
fbaA	GO:0044238	P
fbaB	GO:0044238	P
fbp	GO:0044238	P
fcl	GO:0044238	P
fdhE	GO:0044238	P
fdrA	GO:0044238	P
fepE	GO:0044238	P
fixB	GO:0044238	P
fliI	GO:0044238	P
folD	GO:0044238	P
frdB	GO:0044238	P
frlA	GO:0044238	P
frlB	GO:0044238	P
frlD	GO:0044238	P
fruK	GO:0044238	P
frvX	GO:0044238	P
fsaA	GO:0044238	P
fsaB	GO:0044238	P
ftsH	GO:0044238	P
ftsI	GO:0044238	P
fucA	GO:0044238	P
fucI	GO:0044238	P
fucK	GO:0044238	P
fucO	GO:0044238	P
fucP	GO:0044238	P
fucR	GO:0044238	P
fucU	GO:0044238	P
fumA	GO:0044238	P
fumB	GO:0044238	P
fumC	GO:0044238	P
gabD	GO:0044238	P
gabP	GO:0044238	P
gabT	GO:0044238	P
galE	GO:0044238	P
galF	GO:0044238	P
galK	GO:0044238	P
galM	GO:0044238	P
galR	GO:0044238	P
galT	GO:0044238	P
galU	GO:0044238	P
gapA	GO:0044238	P
gatY	GO:0044238	P
gcd	GO:0044238	P
gdhA	GO:0044238	P
ggt	GO:0044238	P
ghrB	GO:0044238	P
glcB	GO:0044238	P
glf	GO:0044238	P
glgB	GO:0044238	P
glgC	GO:0044238	P
glgP	GO:0044238	P
glgX	GO:0044238	P
glk	GO:0044238	P
glmM	GO:0044238	P
glmS	GO:0044238	P
glmU	GO:0044238	P
glpG	GO:0044238	P
glpK	GO:0044238	P
glpQ	GO:0044238	P
glpX	GO:0044238	P
gltA	GO:0044238	P
gltB	GO:0044238	P
gltD	GO:0044238	P
glvG	GO:0044238	P
glyA	GO:0044238	P
gmd	GO:0044238	P
gmhA	GO:0044238	P
gmhB	GO:0044238	P
gmk	GO:0044238	P
gmm	GO:0044238	P
gnd	GO:0044238	P
gnsB	GO:0044238	P
gntK	GO:0044238	P
gntP	GO:0044238	P
gntR	GO:0044238	P
gntT	GO:0044238	P
gph	GO:0044238	P
gpmA	GO:0044238	P
gpmM	GO:0044238	P
gpp	GO:0044238	P
gpsA	GO:0044238	P
gpt	GO:0044238	P
grxA	GO:0044238	P
grxC	GO:0044238	P
gsk	GO:0044238	P
gspO	GO:0044238	P
guaA	GO:0044238	P
guaB	GO:0044238	P
guaC	GO:0044238	P
gudX	GO:0044238	P
gutQ	GO:0044238	P
hchA	GO:0044238	P
hdhA	GO:0044238	P
hinT	GO:0044238	P
hisA	GO:0044238	P
hisB	GO:0044238	P
hisC	GO:0044238	P
hisD	GO:0044238	P
hisF	GO:0044238	P
hisG	GO:0044238	P
hisH	GO:0044238	P
hisI	GO:0044238	P
hisL	GO:0044238	P
hldE	GO:0044238	P
hpf	GO:0044238	P
hpt	GO:0044238	P
hscA	GO:0044238	P
hscB	GO:0044238	P
hslU	GO:0044238	P
hslV	GO:0044238	P
htpX	GO:0044238	P
hxpA	GO:0044238	P
hxpB	GO:0044238	P
hyaD	GO:0044238	P
hybD	GO:0044238	P
hybE	GO:0044238	P
hybF	GO:0044238	P
hybG	GO:0044238	P
hycI	GO:0044238	P
hypA	GO:0044238	P
hypB	GO:0044238	P
hypC	GO:0044238	P
hypD	GO:0044238	P
hypE	GO:0044238	P
hypF	GO:0044238	P
iaaA	GO:0044238	P
iadA	GO:0044238	P
iap	GO:0044238	P
icd	GO:0044238	P
iclR	GO:0044238	P
idi	GO:0044238	P
idnD	GO:0044238	P
idnK	GO:0044238	P
idnO	GO:0044238	P
idnT	GO:0044238	P
ilvA	GO:0044238	P
ilvB	GO:0044238	P
ilvC	GO:0044238	P
ilvD	GO:0044238	P
ilvE	GO:0044238	P
ilvH	GO:0044238	P
ilvI	GO:0044238	P
ilvL	GO:0044238	P
ilvM	GO:0044238	P
ilvN	GO:0044238	P
ilvY	GO:0044238	P
iscA	GO:0044238	P
ispA	GO:0044238	P
ispB	GO:0044238	P
ispD	GO:0044238	P
ispE	GO:0044238	P
ispF	GO:0044238	P
ispG	GO:0044238	P
ispH	GO:0044238	P
ivbL	GO:0044238	P
kbaY	GO:0044238	P
kbaZ	GO:0044238	P
kdgK	GO:0044238	P
kdsA	GO:0044238	P
kdsB	GO:0044238	P
kdsC	GO:0044238	P
kdsD	GO:0044238	P
kduD	GO:0044238	P
kduI	GO:0044238	P
lacZ	GO:0044238	P
lapA	GO:0044238	P
lapB	GO:0044238	P
ldcA	GO:0044238	P
ldcC	GO:0044238	P
ldtA	GO:0044238	P
ldtB	GO:0044238	P
ldtC	GO:0044238	P
ldtD	GO:0044238	P
ldtE	GO:0044238	P
lepB	GO:0044238	P
leuA	GO:0044238	P
leuB	GO:0044238	P
leuC	GO:0044238	P
leuD	GO:0044238	P
leuL	GO:0044238	P
lexA	GO:0044238	P
lgoD	GO:0044238	P
lgoR	GO:0044238	P
lgt	GO:0044238	P
lipA	GO:0044238	P
lipB	GO:0044238	P
lit	GO:0044238	P
lldD	GO:0044238	P
lnt	GO:0044238	P
loiP	GO:0044238	P
lolB	GO:0044238	P
lon	GO:0044238	P
lpd	GO:0044238	P
lplA	GO:0044238	P
lplT	GO:0044238	P
lpp	GO:0044238	P
lpxA	GO:0044238	P
lpxB	GO:0044238	P
lpxC	GO:0044238	P
lpxD	GO:0044238	P
lpxH	GO:0044238	P
lpxK	GO:0044238	P
lpxL	GO:0044238	P
lpxM	GO:0044238	P
lpxP	GO:0044238	P
lpxT	GO:0044238	P
lspA	GO:0044238	P
lsrK	GO:0044238	P
ltaE	GO:0044238	P
lysA	GO:0044238	P
lysC	GO:0044238	P
lyxK	GO:0044238	P
maeA	GO:0044238	P
mak	GO:0044238	P
malP	GO:0044238	P
malQ	GO:0044238	P
malS	GO:0044238	P
malT	GO:0044238	P
malY	GO:0044238	P
malZ	GO:0044238	P
manA	GO:0044238	P
map	GO:0044238	P
mdh	GO:0044238	P
melA	GO:0044238	P
mepA	GO:0044238	P
mepH	GO:0044238	P
mepM	GO:0044238	P
mepS	GO:0044238	P
metA	GO:0044238	P
metB	GO:0044238	P
metC	GO:0044238	P
metE	GO:0044238	P
metF	GO:0044238	P
metH	GO:0044238	P
metJ	GO:0044238	P
metL	GO:0044238	P
metR	GO:0044238	P
mlc	GO:0044238	P
mmuM	GO:0044238	P
mmuP	GO:0044238	P
mngB	GO:0044238	P
mobA	GO:0044238	P
mocA	GO:0044238	P
mpaA	GO:0044238	P
mqo	GO:0044238	P
mrcA	GO:0044238	P
mrcB	GO:0044238	P
mrdA	GO:0044238	P
mtfA	GO:0044238	P
mtn	GO:0044238	P
murA	GO:0044238	P
murG	GO:0044238	P
murQ	GO:0044238	P
murR	GO:0044238	P
nadA	GO:0044238	P
nadB	GO:0044238	P
nadC	GO:0044238	P
nadD	GO:0044238	P
nadE	GO:0044238	P
nadR	GO:0044238	P
nagA	GO:0044238	P
nagB	GO:0044238	P
nagC	GO:0044238	P
nagK	GO:0044238	P
nagZ	GO:0044238	P
nanA	GO:0044238	P
nanE	GO:0044238	P
nanK	GO:0044238	P
nanM	GO:0044238	P
nanS	GO:0044238	P
ndk	GO:0044238	P
nfuA	GO:0044238	P
nlpC	GO:0044238	P
nlpD	GO:0044238	P
nrdA	GO:0044238	P
nrdB	GO:0044238	P
nrdD	GO:0044238	P
nrdE	GO:0044238	P
nrdF	GO:0044238	P
nrdG	GO:0044238	P
nudE	GO:0044238	P
nudF	GO:0044238	P
nudK	GO:0044238	P
nudL	GO:0044238	P
ompT	GO:0044238	P
opgB	GO:0044238	P
opgC	GO:0044238	P
opgD	GO:0044238	P
opgG	GO:0044238	P
otnC	GO:0044238	P
oxc	GO:0044238	P
paaF	GO:0044238	P
paaG	GO:0044238	P
paaH	GO:0044238	P
paaJ	GO:0044238	P
pabA	GO:0044238	P
pabC	GO:0044238	P
pagP	GO:0044238	P
panD	GO:0044238	P
panZ	GO:0044238	P
pbpC	GO:0044238	P
pbpG	GO:0044238	P
pck	GO:0044238	P
pepA	GO:0044238	P
pepB	GO:0044238	P
pepD	GO:0044238	P
pepE	GO:0044238	P
pepN	GO:0044238	P
pepP	GO:0044238	P
pepQ	GO:0044238	P
pepT	GO:0044238	P
pfkA	GO:0044238	P
pfkB	GO:0044238	P
pflA	GO:0044238	P
pflB	GO:0044238	P
pflC	GO:0044238	P
pgaB	GO:0044238	P
pgi	GO:0044238	P
pgk	GO:0044238	P
pgl	GO:0044238	P
pgm	GO:0044238	P
pgpA	GO:0044238	P
pgpB	GO:0044238	P
pgpC	GO:0044238	P
pgsA	GO:0044238	P
pheA	GO:0044238	P
phnN	GO:0044238	P
pldA	GO:0044238	P
pldB	GO:0044238	P
plsB	GO:0044238	P
plsC	GO:0044238	P
plsX	GO:0044238	P
plsY	GO:0044238	P
pmbA	GO:0044238	P
pncA	GO:0044238	P
