# From extend_go_genes.pl on Tue Apr 21 11:35:37 2020
# Input = gos_table.txt
# Genes	GO	GO branch
pncB	GO:0044238	P
pncC	GO:0044238	P
polA	GO:0044238	P
ppc	GO:0044238	P
ppk	GO:0044238	P
pppA	GO:0044238	P
ppsA	GO:0044238	P
pqqL	GO:0044238	P
prc	GO:0044238	P
prkB	GO:0044238	P
prlC	GO:0044238	P
proA	GO:0044238	P
proB	GO:0044238	P
proC	GO:0044238	P
prpC	GO:0044238	P
prpD	GO:0044238	P
prs	GO:0044238	P
psd	GO:0044238	P
pssA	GO:0044238	P
psuK	GO:0044238	P
pth	GO:0044238	P
ptrA	GO:0044238	P
ptrB	GO:0044238	P
purA	GO:0044238	P
purB	GO:0044238	P
purC	GO:0044238	P
purD	GO:0044238	P
purE	GO:0044238	P
purF	GO:0044238	P
purH	GO:0044238	P
purK	GO:0044238	P
purL	GO:0044238	P
purM	GO:0044238	P
purN	GO:0044238	P
purR	GO:0044238	P
purT	GO:0044238	P
purU	GO:0044238	P
puuE	GO:0044238	P
pxpA	GO:0044238	P
pykA	GO:0044238	P
pykF	GO:0044238	P
pyrB	GO:0044238	P
pyrC	GO:0044238	P
pyrD	GO:0044238	P
pyrE	GO:0044238	P
pyrF	GO:0044238	P
pyrG	GO:0044238	P
pyrH	GO:0044238	P
pyrI	GO:0044238	P
pyrL	GO:0044238	P
raiA	GO:0044238	P
rbsD	GO:0044238	P
rbsK	GO:0044238	P
rdgB	GO:0044238	P
relA	GO:0044238	P
rfaD	GO:0044238	P
rfbA	GO:0044238	P
rfbB	GO:0044238	P
rfbC	GO:0044238	P
rfbD	GO:0044238	P
rfbX	GO:0044238	P
rfe	GO:0044238	P
rffG	GO:0044238	P
rffH	GO:0044238	P
rhaA	GO:0044238	P
rhaB	GO:0044238	P
rhaD	GO:0044238	P
rhaM	GO:0044238	P
rhaR	GO:0044238	P
rhaS	GO:0044238	P
rhmD	GO:0044238	P
ridA	GO:0044238	P
rihA	GO:0044238	P
rihB	GO:0044238	P
rihC	GO:0044238	P
rimI	GO:0044238	P
rimJ	GO:0044238	P
rimL	GO:0044238	P
rlhA	GO:0044238	P
rnd	GO:0044238	P
rpe	GO:0044238	P
rpiB	GO:0044238	P
rseP	GO:0044238	P
rspA	GO:0044238	P
rssA	GO:0044238	P
rzpD	GO:0044238	P
sad	GO:0044238	P
scpB	GO:0044238	P
sdaA	GO:0044238	P
sdaB	GO:0044238	P
sdhA	GO:0044238	P
sdhB	GO:0044238	P
sdhC	GO:0044238	P
sdhD	GO:0044238	P
serA	GO:0044238	P
serB	GO:0044238	P
serC	GO:0044238	P
sgbE	GO:0044238	P
sgbH	GO:0044238	P
sgbU	GO:0044238	P
sgcE	GO:0044238	P
sgcX	GO:0044238	P
skp	GO:0044238	P
slyD	GO:0044238	P
sohB	GO:0044238	P
speC	GO:0044238	P
speF	GO:0044238	P
spoT	GO:0044238	P
sppA	GO:0044238	P
sseA	GO:0044238	P
sucA	GO:0044238	P
sucB	GO:0044238	P
sucC	GO:0044238	P
sucD	GO:0044238	P
sufA	GO:0044238	P
sufS	GO:0044238	P
suhB	GO:0044238	P
talA	GO:0044238	P
talB	GO:0044238	P
tdcB	GO:0044238	P
tdcD	GO:0044238	P
tdcE	GO:0044238	P
tdcG	GO:0044238	P
tesA	GO:0044238	P
tesB	GO:0044238	P
thrA	GO:0044238	P
thrB	GO:0044238	P
thrC	GO:0044238	P
thrL	GO:0044238	P
thyA	GO:0044238	P
tldD	GO:0044238	P
tmk	GO:0044238	P
tnaA	GO:0044238	P
tnaB	GO:0044238	P
torD	GO:0044238	P
tpiA	GO:0044238	P
treC	GO:0044238	P
trpA	GO:0044238	P
trpB	GO:0044238	P
trpC	GO:0044238	P
trpD	GO:0044238	P
trpE	GO:0044238	P
trpL	GO:0044238	P
tsaB	GO:0044238	P
tsaD	GO:0044238	P
tyrA	GO:0044238	P
tyrB	GO:0044238	P
udk	GO:0044238	P
udp	GO:0044238	P
ugd	GO:0044238	P
ugpQ	GO:0044238	P
uidA	GO:0044238	P
ulaD	GO:0044238	P
ulaE	GO:0044238	P
ulaF	GO:0044238	P
ulaG	GO:0044238	P
umpH	GO:0044238	P
umuD	GO:0044238	P
upp	GO:0044238	P
uppS	GO:0044238	P
usg	GO:0044238	P
ushA	GO:0044238	P
uspG	GO:0044238	P
uxaA	GO:0044238	P
uxaB	GO:0044238	P
uxaC	GO:0044238	P
uxuA	GO:0044238	P
uxuB	GO:0044238	P
waaA	GO:0044238	P
waaB	GO:0044238	P
waaC	GO:0044238	P
waaF	GO:0044238	P
waaG	GO:0044238	P
waaJ	GO:0044238	P
waaL	GO:0044238	P
waaO	GO:0044238	P
waaP	GO:0044238	P
waaQ	GO:0044238	P
waaS	GO:0044238	P
waaU	GO:0044238	P
waaY	GO:0044238	P
waaZ	GO:0044238	P
wbbH	GO:0044238	P
wbbI	GO:0044238	P
wbbJ	GO:0044238	P
wbbK	GO:0044238	P
wcaA	GO:0044238	P
wcaB	GO:0044238	P
wcaC	GO:0044238	P
wcaD	GO:0044238	P
wcaE	GO:0044238	P
wcaF	GO:0044238	P
wcaI	GO:0044238	P
wcaJ	GO:0044238	P
wcaK	GO:0044238	P
wcaL	GO:0044238	P
wcaM	GO:0044238	P
wecC	GO:0044238	P
wecE	GO:0044238	P
wza	GO:0044238	P
wzb	GO:0044238	P
wzc	GO:0044238	P
wzxC	GO:0044238	P
wzzB	GO:0044238	P
wzzE	GO:0044238	P
xapA	GO:0044238	P
xapB	GO:0044238	P
xylA	GO:0044238	P
xylB	GO:0044238	P
yadE	GO:0044238	P
yaeF	GO:0044238	P
yaeI	GO:0044238	P
yafL	GO:0044238	P
yagE	GO:0044238	P
yagF	GO:0044238	P
yagH	GO:0044238	P
yahF	GO:0044238	P
yajL	GO:0044238	P
yajO	GO:0044238	P
ybeY	GO:0044238	P
ybgC	GO:0044238	P
ybhJ	GO:0044238	P
ybiA	GO:0044238	P
ybiB	GO:0044238	P
ybiW	GO:0044238	P
ycaL	GO:0044238	P
ycbZ	GO:0044238	P
yciA	GO:0044238	P
ycjG	GO:0044238	P
ycjM	GO:0044238	P
ycjR	GO:0044238	P
ycjT	GO:0044238	P
ycjU	GO:0044238	P
ydcR	GO:0044238	P
ydeM	GO:0044238	P
ydgD	GO:0044238	P
ydiB	GO:0044238	P
ydiF	GO:0044238	P
ydiR	GO:0044238	P
ydjH	GO:0044238	P
ydjI	GO:0044238	P
yeaD	GO:0044238	P
yedK	GO:0044238	P
yeeS	GO:0044238	P
yegQ	GO:0044238	P
yegS	GO:0044238	P
yegX	GO:0044238	P
yeiI	GO:0044238	P
yfaL	GO:0044238	P
yfbL	GO:0044238	P
yfdG	GO:0044238	P
yfeW	GO:0044238	P
yfjY	GO:0044238	P
ygbJ	GO:0044238	P
ygbK	GO:0044238	P
ygbL	GO:0044238	P
ygbM	GO:0044238	P
ygcE	GO:0044238	P
ygeA	GO:0044238	P
ygeR	GO:0044238	P
ygeW	GO:0044238	P
ygeX	GO:0044238	P
ygeY	GO:0044238	P
yggF	GO:0044238	P
ygjP	GO:0044238	P
yhbO	GO:0044238	P
yhbU	GO:0044238	P
yhbV	GO:0044238	P
yheT	GO:0044238	P
yhfW	GO:0044238	P
yhgF	GO:0044238	P
yhgH	GO:0044238	P
yhjJ	GO:0044238	P
yibQ	GO:0044238	P
yicI	GO:0044238	P
yicR	GO:0044238	P
yidK	GO:0044238	P
yidR	GO:0044238	P
yieK	GO:0044238	P
yieL	GO:0044238	P
yifB	GO:0044238	P
yihQ	GO:0044238	P
yihR	GO:0044238	P
yihV	GO:0044238	P
yjfP	GO:0044238	P
yjhG	GO:0044238	P
yjhH	GO:0044238	P
yjiR	GO:0044238	P
yjjU	GO:0044238	P
yjjX	GO:0044238	P
ykfG	GO:0044238	P
ymdB	GO:0044238	P
ynbA	GO:0044238	P
ynjE	GO:0044238	P
ynjF	GO:0044238	P
yoaA	GO:0044238	P
ypdE	GO:0044238	P
ypdF	GO:0044238	P
yphB	GO:0044238	P
yqeF	GO:0044238	P
yqgF	GO:0044238	P
ytfB	GO:0044238	P
ytjC	GO:0044238	P
zwf	GO:0044238	P
hpt	GO:0006178	P
add	GO:0046100	P
adeD	GO:0046100	P
hpt	GO:0046100	P
xdhA	GO:0046100	P
xdhB	GO:0046100	P
xdhC	GO:0046100	P
hrpA	GO:0006397	P
pcnB	GO:0006397	P
rnc	GO:0006397	P
alaS	GO:0009451	P
cmoA	GO:0009451	P
cmoB	GO:0009451	P
cmoM	GO:0009451	P
csdE	GO:0009451	P
dusA	GO:0009451	P
dusB	GO:0009451	P
dusC	GO:0009451	P
fmt	GO:0009451	P
gluQ	GO:0009451	P
hrpA	GO:0009451	P
iscS	GO:0009451	P
miaA	GO:0009451	P
miaB	GO:0009451	P
mnmA	GO:0009451	P
mnmC	GO:0009451	P
mnmE	GO:0009451	P
mnmG	GO:0009451	P
pcnB	GO:0009451	P
psuG	GO:0009451	P
queA	GO:0009451	P
rimO	GO:0009451	P
rlhA	GO:0009451	P
rlmA	GO:0009451	P
rlmB	GO:0009451	P
rlmC	GO:0009451	P
rlmD	GO:0009451	P
rlmE	GO:0009451	P
rlmF	GO:0009451	P
rlmG	GO:0009451	P
rlmH	GO:0009451	P
rlmI	GO:0009451	P
rlmJ	GO:0009451	P
rlmL	GO:0009451	P
rlmN	GO:0009451	P
rluA	GO:0009451	P
rluB	GO:0009451	P
rluC	GO:0009451	P
rluD	GO:0009451	P
rluE	GO:0009451	P
rluF	GO:0009451	P
rsmA	GO:0009451	P
rsmB	GO:0009451	P
rsmC	GO:0009451	P
rsmD	GO:0009451	P
rsmE	GO:0009451	P
rsmF	GO:0009451	P
rsmG	GO:0009451	P
rsmH	GO:0009451	P
rsmJ	GO:0009451	P
rsuA	GO:0009451	P
selD	GO:0009451	P
selU	GO:0009451	P
tadA	GO:0009451	P
tcdA	GO:0009451	P
tgt	GO:0009451	P
thiI	GO:0009451	P
tilS	GO:0009451	P
tmcA	GO:0009451	P
trmA	GO:0009451	P
trmD	GO:0009451	P
trmH	GO:0009451	P
trmI	GO:0009451	P
trmJ	GO:0009451	P
trmL	GO:0009451	P
trmO	GO:0009451	P
truA	GO:0009451	P
truB	GO:0009451	P
truC	GO:0009451	P
truD	GO:0009451	P
tsaB	GO:0009451	P
tsaC	GO:0009451	P
tsaD	GO:0009451	P
tsaE	GO:0009451	P
ttcA	GO:0009451	P
tusA	GO:0009451	P
tusB	GO:0009451	P
tusC	GO:0009451	P
tusD	GO:0009451	P
tusE	GO:0009451	P
yfiC	GO:0009451	P
yfiF	GO:0009451	P
yfjP	GO:0009451	P
ygfZ	GO:0009451	P
yjtD	GO:0009451	P
ykfA	GO:0009451	P
dam	GO:0006306	P
hsdM	GO:0006306	P
prmB	GO:0006306	P
yfdM	GO:0006306	P
yhdJ	GO:0006306	P
dcm	GO:0006304	P
hsdM	GO:0006304	P
hsdR	GO:0006304	P
hsdS	GO:0006304	P
mcrA	GO:0006304	P
mcrB	GO:0006304	P
mcrC	GO:0006304	P
mrr	GO:0006304	P
mutH	GO:0006304	P
ralR	GO:0006304	P
hslR	GO:0034605	P
loiP	GO:0034605	P
lon	GO:0034605	P
miaA	GO:0034605	P
phoU	GO:0034605	P
yggE	GO:0034605	P
yobF	GO:0034605	P
gspO	GO:0016485	P
hyaD	GO:0016485	P
hybD	GO:0016485	P
hycI	GO:0016485	P
iaaA	GO:0016485	P
lepB	GO:0016485	P
panD	GO:0016485	P
panZ	GO:0016485	P
pppA	GO:0016485	P
prlC	GO:0016485	P
psd	GO:0016485	P
sppA	GO:0016485	P
hycB	GO:0006210	P
hyfA	GO:0006210	P
preA	GO:0006210	P
rutA	GO:0006210	P
hycB	GO:0006212	P
hyfA	GO:0006212	P
preA	GO:0006212	P
rutA	GO:0006212	P
rutB	GO:0006212	P
rutC	GO:0006212	P
rutD	GO:0006212	P
rutE	GO:0006212	P
rutF	GO:0006212	P
rutG	GO:0006212	P
ydfG	GO:0006212	P
ccmA	GO:0034622	P
ccmB	GO:0034622	P
ccmC	GO:0034622	P
ccmD	GO:0034622	P
ccmE	GO:0034622	P
ccmF	GO:0034622	P
ccmG	GO:0034622	P
ccmH	GO:0034622	P
dsbD	GO:0034622	P
ftsZ	GO:0034622	P
hycH	GO:0034622	P
narJ	GO:0034622	P
narW	GO:0034622	P
nrfE	GO:0034622	P
nrfF	GO:0034622	P
nrfG	GO:0034622	P
sdhC	GO:0034622	P
sdhD	GO:0034622	P
sdhE	GO:0034622	P
tar	GO:0034622	P
tsr	GO:0034622	P
ypjD	GO:0034622	P
zapA	GO:0034622	P
hypE	GO:0046892	P
hypF	GO:0046944	P
codA	GO:0006208	P
hycB	GO:0006208	P
hyfA	GO:0006208	P
hyuA	GO:0006208	P
preA	GO:0006208	P
preT	GO:0006208	P
rutA	GO:0006208	P
rutB	GO:0006208	P
rutC	GO:0006208	P
rutD	GO:0006208	P
rutE	GO:0006208	P
rutF	GO:0006208	P
rutG	GO:0006208	P
ydfG	GO:0006208	P
iaaA	GO:0016540	P
panD	GO:0016540	P
psd	GO:0016540	P
ibpB	GO:1990169	P
ybaT	GO:1990169	P
cbtA	GO:0012501	P
ibsA	GO:0012501	P
ibsB	GO:0012501	P
ibsC	GO:0012501	P
ibsD	GO:0012501	P
ibsE	GO:0012501	P
ldrA	GO:0012501	P
ldrB	GO:0012501	P
ldrC	GO:0012501	P
ortT	GO:0012501	P
shoB	GO:0012501	P
dxr	GO:0009240	P
dxs	GO:0009240	P
idi	GO:0009240	P
ispD	GO:0009240	P
ispE	GO:0009240	P
ispF	GO:0009240	P
ispG	GO:0009240	P
ispH	GO:0009240	P
idi	GO:0050992	P
ispH	GO:0050992	P
idnD	GO:0046183	P
idnK	GO:0046183	P
idnO	GO:0046183	P
idnT	GO:0046183	P
idnT	GO:0015726	P
ihfA	GO:0000746	P
ihfB	GO:0000746	P
ompA	GO:0000746	P
ileS	GO:0006428	P
asd	GO:0006566	P
dsdA	GO:0006566	P
grcA	GO:0006566	P
ilvA	GO:0006566	P
kbl	GO:0006566	P
ltaE	GO:0006566	P
metL	GO:0006566	P
pflB	GO:0006566	P
pta	GO:0006566	P
tdcA	GO:0006566	P
tdcB	GO:0006566	P
tdcD	GO:0006566	P
tdcE	GO:0006566	P
tdcF	GO:0006566	P
tdcG	GO:0006566	P
tdh	GO:0006566	P
thrA	GO:0006566	P
thrB	GO:0006566	P
thrC	GO:0006566	P
thrL	GO:0006566	P
asd	GO:0009082	P
avtA	GO:0009082	P
ilvA	GO:0009082	P
ilvB	GO:0009082	P
ilvC	GO:0009082	P
ilvD	GO:0009082	P
ilvE	GO:0009082	P
ilvH	GO:0009082	P
ilvI	GO:0009082	P
ilvL	GO:0009082	P
ilvM	GO:0009082	P
ilvN	GO:0009082	P
ilvY	GO:0009082	P
ivbL	GO:0009082	P
leuA	GO:0009082	P
leuB	GO:0009082	P
leuC	GO:0009082	P
leuD	GO:0009082	P
leuL	GO:0009082	P
ridA	GO:0009082	P
tyrB	GO:0009082	P
ilvE	GO:0006532	P
tyrB	GO:0006532	P
asd	GO:0009081	P
avtA	GO:0009081	P
ilvA	GO:0009081	P
ilvB	GO:0009081	P
ilvC	GO:0009081	P
ilvD	GO:0009081	P
ilvE	GO:0009081	P
ilvH	GO:0009081	P
ilvI	GO:0009081	P
ilvL	GO:0009081	P
ilvM	GO:0009081	P
ilvN	GO:0009081	P
ilvY	GO:0009081	P
ivbL	GO:0009081	P
leuA	GO:0009081	P
leuB	GO:0009081	P
leuC	GO:0009081	P
leuD	GO:0009081	P
leuL	GO:0009081	P
ridA	GO:0009081	P
tyrB	GO:0009081	P
ilvE	GO:0009098	P
leuA	GO:0009098	P
leuB	GO:0009098	P
leuC	GO:0009098	P
leuD	GO:0009098	P
leuL	GO:0009098	P
tyrB	GO:0009098	P
ilvL	GO:0031555	P
mgtL	GO:0031555	P
pyrL	GO:0031555	P
rhoL	GO:0031555	P
thrL	GO:0031555	P
tnaC	GO:0031555	P
insA-1	GO:0006313	P
insA-2	GO:0006313	P
insA-3	GO:0006313	P
insA-4	GO:0006313	P
insA-5	GO:0006313	P
insA-6	GO:0006313	P
insA-7	GO:0006313	P
insA3	GO:0006313	P
insA4	GO:0006313	P
insA5	GO:0006313	P
insA6	GO:0006313	P
insA7	GO:0006313	P
insB-1	GO:0006313	P
insB-2	GO:0006313	P
insB-3	GO:0006313	P
insB-4	GO:0006313	P
insB-5	GO:0006313	P
insB-6	GO:0006313	P
insC-1	GO:0006313	P
insC-2	GO:0006313	P
insC-3	GO:0006313	P
insC-4	GO:0006313	P
insC-5	GO:0006313	P
insC-6	GO:0006313	P
insE-1	GO:0006313	P
insE-2	GO:0006313	P
insE-3	GO:0006313	P
insE-4	GO:0006313	P
insE-5	GO:0006313	P
insG	GO:0006313	P
insH-1	GO:0006313	P
insH-10	GO:0006313	P
insH-11	GO:0006313	P
insH-2	GO:0006313	P
insH-3	GO:0006313	P
insH-4	GO:0006313	P
insH-5	GO:0006313	P
insH-6	GO:0006313	P
insH-7	GO:0006313	P
insH-8	GO:0006313	P
insH-9	GO:0006313	P
insI-1	GO:0006313	P
insI-2	GO:0006313	P
insI-3	GO:0006313	P
insL-1	GO:0006313	P
insL-2	GO:0006313	P
insL-3	GO:0006313	P
rayT	GO:0006313	P
xerC	GO:0006313	P
xerD	GO:0006313	P
ybfD	GO:0006313	P
ydcC	GO:0006313	P
yhhI	GO:0006313	P
insA-1	GO:0032196	P
insA-2	GO:0032196	P
insA-3	GO:0032196	P
insA-4	GO:0032196	P
insA-5	GO:0032196	P
insA-6	GO:0032196	P
insA-7	GO:0032196	P
insA3	GO:0032196	P
insA4	GO:0032196	P
insA5	GO:0032196	P
insA6	GO:0032196	P
insA7	GO:0032196	P
insB-1	GO:0032196	P
insB-2	GO:0032196	P
insB-3	GO:0032196	P
insB-4	GO:0032196	P
insB-5	GO:0032196	P
insB-6	GO:0032196	P
insC-1	GO:0032196	P
insC-2	GO:0032196	P
insC-3	GO:0032196	P
insC-4	GO:0032196	P
insC-5	GO:0032196	P
insC-6	GO:0032196	P
insD-1	GO:0032196	P
insD-2	GO:0032196	P
insD-3	GO:0032196	P
insD-4	GO:0032196	P
insD-5	GO:0032196	P
insD-6	GO:0032196	P
insE-1	GO:0032196	P
insE-2	GO:0032196	P
insE-3	GO:0032196	P
insE-4	GO:0032196	P
insE-5	GO:0032196	P
insF-1	GO:0032196	P
insF-2	GO:0032196	P
insF-3	GO:0032196	P
insF-4	GO:0032196	P
insF-5	GO:0032196	P
insG	GO:0032196	P
insH-1	GO:0032196	P
insH-10	GO:0032196	P
insH-11	GO:0032196	P
insH-2	GO:0032196	P
insH-3	GO:0032196	P
insH-4	GO:0032196	P
insH-5	GO:0032196	P
insH-6	GO:0032196	P
insH-7	GO:0032196	P
insH-8	GO:0032196	P
insH-9	GO:0032196	P
insI-1	GO:0032196	P
insI-2	GO:0032196	P
insI-3	GO:0032196	P
insI4	GO:0032196	P
insK	GO:0032196	P
insL-1	GO:0032196	P
insL-2	GO:0032196	P
insL-3	GO:0032196	P
insQ	GO:0032196	P
rayT	GO:0032196	P
xerC	GO:0032196	P
xerD	GO:0032196	P
yagA	GO:0032196	P
ybfD	GO:0032196	P
ydcC	GO:0032196	P
yhhI	GO:0032196	P
intA	GO:0044826	P
intD	GO:0044826	P
intE	GO:0044826	P
intF	GO:0044826	P
intR	GO:0044826	P
intS	GO:0044826	P
intZ	GO:0044826	P
intA	GO:0046718	P
intD	GO:0046718	P
intE	GO:0046718	P
intF	GO:0046718	P
intR	GO:0046718	P
intS	GO:0046718	P
intZ	GO:0046718	P
lamB	GO:0046718	P
ompA	GO:0046718	P
tolA	GO:0046718	P
tsx	GO:0046718	P
intA	GO:0075713	P
intD	GO:0075713	P
intE	GO:0075713	P
intF	GO:0075713	P
intR	GO:0075713	P
intS	GO:0075713	P
intZ	GO:0075713	P
iraD	GO:0042177	P
iraM	GO:0042177	P
iraP	GO:0042177	P
iraM	GO:0010350	P
mgtS	GO:0010350	P
phoQ	GO:0010350	P
iscS	GO:0018131	P
thiI	GO:0018131	P
iscS	GO:0031119	P
rluA	GO:0031119	P
rluF	GO:0031119	P
truA	GO:0031119	P
truB	GO:0031119	P
truC	GO:0031119	P
truD	GO:0031119	P
iscS	GO:0044571	P
ispA	GO:0033384	P
ispA	GO:0045337	P
ispB	GO:0016094	P
uppS	GO:0016094	P
katG	GO:0070301	P
pdeF	GO:0070301	P
tktA	GO:0070301	P
uspE	GO:0070301	P
ychH	GO:0070301	P
ydeI	GO:0070301	P
ygiW	GO:0070301	P
yhcN	GO:0070301	P
yjaA	GO:0070301	P
yodD	GO:0070301	P
zinT	GO:0070301	P
kbl	GO:0019518	P
tdh	GO:0019518	P
kbp	GO:0035864	P
kdgK	GO:0019698	P
kduD	GO:0019698	P
kduI	GO:0019698	P
uxaA	GO:0019698	P
uxaB	GO:0019698	P
uxaC	GO:0019698	P
kdgK	GO:0042840	P
kduD	GO:0042840	P
kduI	GO:0042840	P
uxaC	GO:0042840	P
uxuA	GO:0042840	P
uxuB	GO:0042840	P
kdgT	GO:0046411	P
kdpD	GO:0009593	P
tar	GO:0009593	P
tsr	GO:0009593	P
ahpC	GO:0031668	P
appA	GO:0031668	P
appY	GO:0031668	P
argT	GO:0031668	P
btsT	GO:0031668	P
cho	GO:0031668	P
cstA	GO:0031668	P
dcyD	GO:0031668	P
dinB	GO:0031668	P
dinD	GO:0031668	P
dinG	GO:0031668	P
dinI	GO:0031668	P
gabP	GO:0031668	P
iraM	GO:0031668	P
iraP	GO:0031668	P
kdpD	GO:0031668	P
leuB	GO:0031668	P
lexA	GO:0031668	P
mazG	GO:0031668	P
mgtS	GO:0031668	P
nfeF	GO:0031668	P
nfuA	GO:0031668	P
phoQ	GO:0031668	P
phoR	GO:0031668	P
phoU	GO:0031668	P
polB	GO:0031668	P
psiE	GO:0031668	P
pyrS	GO:0031668	P
recA	GO:0031668	P
recF	GO:0031668	P
recN	GO:0031668	P
recQ	GO:0031668	P
recX	GO:0031668	P
relE	GO:0031668	P
rhsD	GO:0031668	P
rimK	GO:0031668	P
rplK	GO:0031668	P
ruvA	GO:0031668	P
ruvB	GO:0031668	P
ssb	GO:0031668	P
sseA	GO:0031668	P
ssuE	GO:0031668	P
sulA	GO:0031668	P
sxy	GO:0031668	P
symE	GO:0031668	P
tas	GO:0031668	P
tauA	GO:0031668	P
tauB	GO:0031668	P
tauC	GO:0031668	P
tisB	GO:0031668	P
umuC	GO:0031668	P
umuD	GO:0031668	P
uspC	GO:0031668	P
uvrA	GO:0031668	P
uvrB	GO:0031668	P
uvrC	GO:0031668	P
uvrD	GO:0031668	P
waaH	GO:0031668	P
yafN	GO:0031668	P
yafO	GO:0031668	P
yafP	GO:0031668	P
ycaI	GO:0031668	P
yeaG	GO:0031668	P
yebG	GO:0031668	P
yhjX	GO:0031668	P
ykgM	GO:0031668	P
zinT	GO:0031668	P
kdpD	GO:0071472	P
proP	GO:0071472	P
proQ	GO:0071472	P
djlC	GO:0043462	P
hscB	GO:0043462	P
kdpF	GO:0043462	P
ssb	GO:0043462	P
sspB	GO:0043462	P
viaA	GO:0043462	P
kdsB	GO:0033468	P
kduI	GO:0045490	P
adiA	GO:0006885	P
adiC	GO:0006885	P
gadA	GO:0006885	P
gadB	GO:0006885	P
gadC	GO:0006885	P
kefC	GO:0006885	P
mdfA	GO:0006885	P
mdtM	GO:0006885	P
nhaA	GO:0006885	P
nhaB	GO:0006885	P
yjcE	GO:0006885	P
kefF	GO:0032414	P
kefG	GO:0032414	P
kefF	GO:1901381	P
kefG	GO:1901381	P
kptA	GO:0006388	P
kup	GO:0071278	P
lacA	GO:0005989	P
lamB	GO:0015768	P
malE	GO:0015768	P
malF	GO:0015768	P
malG	GO:0015768	P
malK	GO:0015768	P
malX	GO:0015768	P
ompG	GO:0015768	P
ynjD	GO:0015768	P
lamB	GO:0042956	P
malE	GO:0042956	P
malF	GO:0042956	P
malG	GO:0042956	P
malK	GO:0042956	P
accC	GO:0046890	P
fabR	GO:0046890	P
fadR	GO:0046890	P
glnB	GO:0046890	P
lapB	GO:0046890	P
ldcA	GO:0009050	P
mpaA	GO:0009050	P
ldtA	GO:0018104	P
ldtB	GO:0018104	P
ldtC	GO:0018104	P
ldtD	GO:0018104	P
ldtE	GO:0018104	P
leuB	GO:0034198	P
relE	GO:0034198	P
tas	GO:0034198	P
leuS	GO:0006429	P
lgoD	GO:0034195	P
dgoA	GO:0019584	P
dgoD	GO:0019584	P
dgoK	GO:0019584	P
lgoD	GO:0019584	P
lgoR	GO:0019584	P
dsdX	GO:0042873	P
gntP	GO:0042873	P
gntT	GO:0042873	P
gntU	GO:0042873	P
idnT	GO:0042873	P
kdgT	GO:0042873	P
lgoT	GO:0042873	P
ygbN	GO:0042873	P
yjhF	GO:0042873	P
lgt	GO:0042158	P
lnt	GO:0042158	P
lspA	GO:0042158	P
ligA	GO:0006266	P
ligB	GO:0006266	P
rtcB	GO:0006266	P
ligA	GO:0006288	P
ligB	GO:0006288	P
ligA	GO:0051103	P
ligB	GO:0051103	P
lipA	GO:0009107	P
lipB	GO:0009107	P
lipA	GO:0009249	P
lipB	GO:0009249	P
lplA	GO:0009249	P
lipA	GO:0009106	P
lipB	GO:0009106	P
accD	GO:0010629	P
acrR	GO:0010629	P
ada	GO:0010629	P
aidB	GO:0010629	P
alaS	GO:0010629	P
allR	GO:0010629	P
alsR	GO:0010629	P
araC	GO:0010629	P
arcA	GO:0010629	P
argP	GO:0010629	P
argR	GO:0010629	P
ascG	GO:0010629	P
asnC	GO:0010629	P
bdcR	GO:0010629	P
betI	GO:0010629	P
bluR	GO:0010629	P
cecR	GO:0010629	P
chbR	GO:0010629	P
chpB	GO:0010629	P
comR	GO:0010629	P
cpxP	GO:0010629	P
cpxR	GO:0010629	P
crp	GO:0010629	P
csgD	GO:0010629	P
cspA	GO:0010629	P
cspB	GO:0010629	P
cspC	GO:0010629	P
cspD	GO:0010629	P
cspE	GO:0010629	P
cspF	GO:0010629	P
cspG	GO:0010629	P
cspH	GO:0010629	P
cspI	GO:0010629	P
csqR	GO:0010629	P
csrA	GO:0010629	P
cytR	GO:0010629	P
deoR	GO:0010629	P
dinJ	GO:0010629	P
dmlR	GO:0010629	P
ebgR	GO:0010629	P
efp	GO:0010629	P
envR	GO:0010629	P
ettA	GO:0010629	P
exuR	GO:0010629	P
fabR	GO:0010629	P
fadR	GO:0010629	P
fis	GO:0010629	P
flgM	GO:0010629	P
frlR	GO:0010629	P
frmR	GO:0010629	P
fur	GO:0010629	P
glaR	GO:0010629	P
gntR	GO:0010629	P
hcaR	GO:0010629	P
hdfR	GO:0010629	P
hfq	GO:0010629	P
hicA	GO:0010629	P
higB	GO:0010629	P
hipA	GO:0010629	P
hipB	GO:0010629	P
hns	GO:0010629	P
hpf	GO:0010629	P
hprR	GO:0010629	P
iclR	GO:0010629	P
kdgR	GO:0010629	P
lacI	GO:0010629	P
lexA	GO:0010629	P
lipB	GO:0010629	P
lrhA	GO:0010629	P
lrp	GO:0010629	P
malI	GO:0010629	P
marA	GO:0010629	P
marR	GO:0010629	P
mazF	GO:0010629	P
mcbR	GO:0010629	P
metJ	GO:0010629	P
mhpR	GO:0010629	P
mngR	GO:0010629	P
mntR	GO:0010629	P
mprA	GO:0010629	P
mqsR	GO:0010629	P
mraZ	GO:0010629	P
mtlR	GO:0010629	P
murR	GO:0010629	P
nac	GO:0010629	P
nadR	GO:0010629	P
nanR	GO:0010629	P
narL	GO:0010629	P
nemR	GO:0010629	P
nfeR	GO:0010629	P
nikR	GO:0010629	P
nimR	GO:0010629	P
