node	function
ilvI	1,1.5,1.5.1,1.5.1.18
ilvL	1,1.5,1.5.1,1.5.1.18
ilvM	1,1.5,1.5.1,1.5.1.18
ilvN	1,1.5,1.5.1,1.5.1.18
ilvY	1,1.5,1.5.1,1.5.1.18
ilvY	2,2.2,2.2.2
ilvY	3,3.1,3.1.2,3.1.2.2
ilvY	3,3.1,3.1.2,3.1.2.3
ilvY	3,3.3,3.3.1
inaA	5,5.5,5.5.4
infA	2,2.3,2.3.2
infB	2,2.3,2.3.2
infC	2,2.3,2.3.2
insA-1	8,8.3
insA-2	8,8.3
insA-3	8,8.3
insA-4	8,8.3
insA-5	8,8.3
insA-6	8,8.3
insA-7	8,8.3
insA9	8,8.3
insAB-1	8,8.3
insAB-2	8,8.3
insAB-3	8,8.3
insAB-4	8,8.3
insAB-5	8,8.3
insAB-6	8,8.3
insB-1	8,8.3
insB-2	8,8.3
insB-3	8,8.3
insB-4	8,8.3
insB-5	8,8.3
insB-6	8,8.3
insB9	8,8.3
insC-1	8,8.3
insC-2	8,8.3
insC-3	8,8.3
insC-4	8,8.3
insC-5	8,8.3
insC-6	8,8.3
insCD-1	8,8.3
insCD-2	8,8.3
insCD-3	8,8.3
insCD-4	8,8.3
insCD-5	8,8.3
insCD-6	8,8.3
insD-1	8,8.3
insD-2	8,8.3
insD-3	8,8.3
insD-4	8,8.3
insD-5	8,8.3
insD-6	8,8.3
insD-7	8,8.1
insE-1	8,8.3
insE-2	8,8.3
insE-3	8,8.3
insE-4	8,8.3
insE-5	8,8.3
insEF-1	8,8.3
insEF-2	8,8.3
insEF-3	8,8.3
insEF-4	8,8.3
insEF-5	8,8.3
insF-1	8,8.3
insF-2	8,8.3
insF-3	8,8.3
insF-4	8,8.3
insF-5	8,8.3
insG	8,8.3
insH-1	8,8.1
insH-1	8,8.3
insH-10	8,8.3
insH-11	8,8.3
insH-2	8,8.1
insH-2	8,8.3
insH-3	8,8.3
insH-4	8,8.3
insH-5	8,8.1
insH-5	8,8.3
insH-6	8,8.3
insH-7	8,8.3
insH-8	8,8.3
insH-9	8,8.3
insH21	8,8.3
insI-1	8,8.1
insI-1	8,8.3
insI-2	8,8.3
insI-3	8,8.3
insJ	8,8.3
insK	8,8.3
insL-1	8,8.3
insL-2	8,8.3
insL-3	8,8.3
insN	8,8.1
insO	8,8.3
intA	8,8.1
intB	8,8.1
intD	8,8.1
intE	8,8.1
intF	8,8.1
intQ	8,8.1
intR	8,8.1
intS	8,8.1
intZ	8,8.1
iprA	2,2.2,2.2.2
iprA	3,3.1,3.1.2
iraD	3,3.1,3.1.3
iraD	5,5.5,5.5.6
iraM	3,3.1,3.1.3
iraM	5,5.5,5.5.3
iraP	3,3.1,3.1.3
iraP	5,5.5
iroK	5,5.6
iscA	1,1.7,1.7.19
iscA	2,2.3,2.3.4
iscR	2,2.2,2.2.2
iscR	3,3.1,3.1.2,3.1.2.2
iscR	3,3.1,3.1.2,3.1.2.3
iscR	3,3.3,3.3.1
iscS	2,2.2,2.2.3
iscU	1,1.5,1.5.3
iscU	1,1.8,1.8.2
iscU	2,2.3,2.3.3
iscX	2,2.3,2.3.4
ispA	1,1.5,1.5.3,1.5.3.11
ispB	1,1.5,1.5.3,1.5.3.11
ispD	1,1.5,1.5.3,1.5.3.11
ispE	1,1.5,1.5.3,1.5.3.11
ispF	1,1.5,1.5.3,1.5.3.11
ispG	1,1.5,1.5.3,1.5.3.11
ispH	1,1.5,1.5.3,1.5.3.11
ispH	5,5.6,5.6.4
isrC	2,2.2
istR	3
ivbL	1,1.5,1.5.1,1.5.1.18
ivy	2,2.3,2.3.4
ivy	5,5.6
katE	5,5.6,5.6.2
katG	5,5.6,5.6.2
kbaY	1,1.1,1.1.1
kbaZ	1,1.1,1.1.1
kbl	1,1.1,1.1.3
kbl	1,1.7,1.7.30
kbp	5,5.5,5.5.1
kch	4,4.1,4.1.A
kch	6,6.1
kdgK	1,1.1,1.1.1
kdgR	2,2.2,2.2.2
kdgR	3,3.1,3.1.2,3.1.2.3
kdgR	3,3.3,3.3.1
kdgT	1,1.1,1.1.1
kdgT	4,4.2,4.2.A
kdgT	6,6.1
kdpA	4,4.3,4.3.A,4.3.A.3
kdpA	6,6.1
kdpB	4,4.3,4.3.A,4.3.A.3
kdpB	6,6.1
kdpC	4,4.3,4.3.A,4.3.A.3
kdpC	6,6.1
kdpD	2,2.3,2.3.3
kdpD	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
kdpD	3,3.1,3.1.3,3.1.3.2
kdpD	6,6.1
kdpE	2,2.2,2.2.2
kdpE	3,3.1,3.1.2,3.1.2.2
kdpE	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
kdpE	3,3.3,3.3.1
kdpF	4,4.3,4.3.A,4.3.A.3
kdsA	1,1.6,1.6.3,1.6.3.2
kdsB	1,1.6,1.6.3,1.6.3.2
kdsC	1,1.6,1.6.3
kdsD	1,1.6,1.6.3,1.6.3.2
kduD	1,1.7,1.7.1
kduI	1,1.1,1.1.1
kefB	4,4.2,4.2.A
kefB	6,6.1
kefC	4,4.2,4.2.A
kefC	5,5.6,5.6.2
kefC	6,6.1
kefF	1
kefF	3,3.1,3.1.3,3.1.3.3
kefF	4
kefG	1
kgtP	1,1.1,1.1.1
kgtP	4,4.2,4.2.A
kgtP	6,6.1
kilR	8,8.1
kptA	1,1.7,1.7.1
kup	4,4.2,4.2.A
kup	5,5.5,5.5.1
kup	6,6.1
lacA	1,1.1,1.1.1
lacI	1,1.1,1.1.1
lacI	2,2.2,2.2.2
lacI	3,3.1,3.1.2,3.1.2.3
lacI	3,3.3,3.3.1
lacY	1,1.1,1.1.1
lacY	4,4.2,4.2.A
lacY	6,6.1
lacZ	1,1.1,1.1.1
lamB	4,4.1,4.1.B
lamB	8,8.1
lapA	1,1.6,1.6.3
lapB	1,1.6,1.6.3
ldcA	1,1.2,1.2.3
ldcA	1,1.7,1.7.34
ldcA	6,6.2
ldcC	1,1.1,1.1.1
ldhA	1,1.3,1.3.5
ldrA	5,5.6,5.6.3
ldrB	5,5.6,5.6.3
ldrC	5,5.6,5.6.3
ldrD	5,5.6,5.6.3
ldtA	1,1.6,1.6.7
ldtB	1,1.6,1.6.7
ldtC	1,1.6,1.6.7
ldtD	1,1.6,1.6.7
ldtE	1,1.6,1.6.7
lepA	2,2.3,2.3.2
lepA	5,5.5,5.5.2
lepA	5,5.5,5.5.4
lepB	2,2.3,2.3.5
lepB	6,6.1
leuA	1,1.5,1.5.1,1.5.1.19
leuB	1,1.5,1.5.1,1.5.1.19
leuC	1,1.5,1.5.1,1.5.1.19
leuD	1,1.5,1.5.1,1.5.1.19
leuE	4,4.9.B
leuL	1,1.5,1.5.1,1.5.1.19
leuO	1,1.5,1.5.1,1.5.1.19
leuO	2,2.2,2.2.2
leuO	3,3.1,3.1.2,3.1.2.2
leuO	3,3.3,3.3.1
leuP	2,2.2,2.2.5
leuQ	2,2.2,2.2.5
leuS	2,2.3,2.3.1
leuT	2,2.2,2.2.5
leuU	2,2.2,2.2.5
leuV	2,2.2,2.2.5
leuW	2,2.2,2.2.5
leuX	2,2.2,2.2.5
leuZ	2,2.2,2.2.5
lexA	2,2.1,2.1.4
lexA	2,2.2,2.2.2
lexA	3,3.1,3.1.2,3.1.2.3
lexA	3,3.3,3.3.2
lexA	5,5.8
lgoD	1,1.1,1.1.1
lgoR	3,3.1,3.1.2
lgoT	4,4.2,4.2.A
lgoT	6,6.1
lgt	1,1.6,1.6.1
lgt	2,2.3,2.3.3
lgt	6,6.1
lhgD	1,1.1,1.1.3
ligA	2,2.1,2.1.4
ligB	2,2.1
lipA	1,1.5,1.5.3,1.5.3.3
lipB	1,1.5,1.5.3,1.5.3.3
lit	3,3.1,3.1.3,3.1.3.4
lit	8,8.1
livF	1,1.1,1.1.3
livF	1,1.5,1.5.1,1.5.1.13
livF	1,1.5,1.5.1,1.5.1.18
livF	1,1.5,1.5.1,1.5.1.19
livF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
livG	1,1.1,1.1.3
livG	1,1.5,1.5.1,1.5.1.18
livG	1,1.5,1.5.1,1.5.1.19
livG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
livH	1,1.5,1.5.1,1.5.1.18
livH	1,1.5,1.5.1,1.5.1.19
livH	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
livH	6,6.1
livJ	1,1.5,1.5.1,1.5.1.18
livJ	1,1.5,1.5.1,1.5.1.19
livJ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
livK	1,1.5,1.5.1,1.5.1.19
livK	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
livM	1,1.5,1.5.1,1.5.1.18
livM	1,1.5,1.5.1,1.5.1.19
livM	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
livM	6,6.1
lldD	1,1.3,1.3.6
lldD	1,1.3,1.3.7
lldD	1,1.4,1.4.1
lldP	1,1.1,1.1.1
lldP	4,4.2,4.2.A
lldP	6,6.1
lldR	1,1.3,1.3.6
lldR	2,2.2,2.2.2
lldR	3,3.1,3.1.2,3.1.2.3
lldR	3,3.3,3.3.1
lnt	1,1.6,1.6.10
lnt	6,6.1
loiP	5,5.5
lolA	4
lolC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lolC	6,6.1
lolD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
lolE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lolE	6,6.1
lomR	8,8.1
lon	1,1.2,1.2.3
lon	2,2.3,2.3.6
lon	3,3.1,3.1.3,3.1.3.4
lon	5,5.1
lon	8,8.1
lon	8,8.2
lpd	1,1.1,1.1.1
lpd	1,1.1,1.1.3
lpd	1,1.3,1.3.3
lpd	1,1.7,1.7.17
lplA	1,1.5,1.5.3,1.5.3.3
lplT	4,4.9.B
lplT	5,5.6,5.6.4
lpoA	1,1.6,1.6.7
lpoA	6,6.1
lpoB	1,1.6,1.6.7
lpoB	6,6.1
lpp	1,1.6,1.6.7
lpp	6,6.1
lpp	6,6.2
lptA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
lptB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
lptC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lptC	6,6.1
lptD	1,1.6,1.6.3
lptE	1,1.6,1.6.3
lptF	4
lptF	6,6.1
lptG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lptG	6,6.1
lpxA	1,1.6,1.6.3,1.6.3.3
lpxA	6,6.3
lpxB	1,1.6,1.6.3,1.6.3.3
lpxB	6,6.3
lpxC	1,1.6,1.6.3,1.6.3.3
lpxC	6,6.3
lpxD	1,1.6,1.6.3,1.6.3.3
lpxD	6,6.3
lpxH	1,1.6,1.6.3,1.6.3.3
lpxH	6,6.2
lpxH	6,6.3
lpxK	1,1.6,1.6.3,1.6.3.2
lpxK	1,1.6,1.6.3,1.6.3.3
lpxK	1,1.6,1.6.5
lpxK	6,6.1
lpxK	6,6.2
lpxK	6,6.3
lpxK	6,6.7
lpxL	1,1.6,1.6.3,1.6.3.3
lpxL	6,6.1
lpxL	6,6.3
lpxM	1,1.6,1.6.3,1.6.3.3
lpxM	6,6.1
lpxM	6,6.3
lpxP	1,1.6,1.6.3,1.6.3.3
lpxP	5,5.5,5.5.2
lpxP	6,6.1
lpxP	6,6.3
lpxT	6
lrhA	2,2.2,2.2.2
lrhA	3,3.1,3.1.2,3.1.2.3
lrhA	3,3.3,3.3.1
lrp	1,1.5,1.5.1,1.5.1.18
lrp	1,1.5,1.5.1,1.5.1.19
lrp	2,2.2,2.2.2
lrp	2,2.3,2.3.7
lrp	3,3.1,3.1.2,3.1.2.2
lrp	3,3.1,3.1.2,3.1.2.3
lrp	3,3.3,3.3.1
lspA	2,2.3,2.3.5
lspA	6,6.1
lsrA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
lsrB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
lsrC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lsrC	6,6.1
lsrD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
lsrD	6,6.1
lsrF	3
lsrG	2
lsrK	5
lsrR	2,2.2,2.2.2
lsrR	3,3.1,3.1.2,3.1.2.3
ltaE	1,1.5,1.5.1,1.5.1.10
luxS	3,3.1,3.1.2,3.1.2.4,3.1.2.4.4
lysA	1,1.5,1.5.1,1.5.1.7
lysC	1,1.5,1.5.1,1.5.1.21
lysC	1,1.5,1.5.1,1.5.1.7
lysO	4,4.9.B
lysP	1,1.5,1.5.1,1.5.1.7
lysP	4,4.2,4.2.A
lysP	6,6.1
lysQ	2,2.2,2.2.5
lysR	1,1.5,1.5.1,1.5.1.7
lysR	2,2.2,2.2.2
lysR	3,3.1,3.1.2,3.1.2.2
lysR	3,3.1,3.1.2,3.1.2.3
lysR	3,3.3,3.3.1
lysS	2,2.3,2.3.1
lysT	2,2.2,2.2.5
lysU	2,2.3,2.3.1
lysV	2,2.2,2.2.5
lysW	2,2.2,2.2.5
lysY	2,2.2,2.2.5
lysZ	2,2.2,2.2.5
lyxK	1,1.1,1.1.1
maa	5,5.5,5.5.6
macA	4,4.8.A
macA	6,6.1
macB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
macB	6,6.1
maeA	1,1.7
maeB	1,1.7
mak	1,1.1,1.1.1
malE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
malE	5,5.3
malF	1,1.1,1.1.1
malF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
malF	6,6.1
malG	1,1.1,1.1.1
malG	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
malG	6,6.1
malI	1,1.1,1.1.1
malI	2,2.2,2.2.2
malI	3,3.1,3.1.2,3.1.2.3
malI	3,3.3,3.3.1
malK	1,1.1,1.1.1
malK	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
malM	1,1.1,1.1.1
malP	1,1.1,1.1.1
malP	1,1.2,1.2.4
malQ	1,1.1,1.1.1
malQ	1,1.2,1.2.4
malS	1,1.1,1.1.1
malS	1,1.2,1.2.4
malT	1,1.1,1.1.1
malT	2,2.2,2.2.2
malT	3,3.1,3.1.2,3.1.2.2
malT	3,3.3,3.3.1
malX	1,1.1,1.1.1
malX	4,4.4,4.4.A
malY	1,1.1,1.1.1
malY	3,3.1,3.1.3,3.1.3.3
malY	3,3.3,3.3.1
malZ	1,1.1,1.1.1
malZ	1,1.2,1.2.4
manA	1,1.1,1.1.1
manA	1,1.6,1.6.2
manA	1,1.7,1.7.10
manA	5,5.5,5.5.5
manA	6,6.7
manX	1,1.1,1.1.1
manX	4,4.4,4.4.A
manX	6,6.1
manY	1,1.1,1.1.1
manY	4,4.4,4.4.A
manY	6,6.1
manZ	1,1.1,1.1.1
manZ	4,4.4,4.4.A
manZ	6,6.1
maoP	3,3.1,3.1.2
map	2,2.3,2.3.3
marA	2,2.2,2.2.2
marA	3,3.1,3.1.2,3.1.2.2
marA	3,3.1,3.1.2,3.1.2.3
marA	3,3.3,3.3.1
marA	5,5.6,5.6.2
marA	5,5.6,5.6.4
marB	4,4.9.B
marB	5,5.6,5.6.2
marB	5,5.6,5.6.4
marC	6,6.1
marR	2,2.2,2.2.2
marR	3,3.1,3.1.2,3.1.2.3
marR	3,3.3,3.3.1
marR	5,5.6,5.6.4
matP	5,5.1
mazE	5,5.10
mazE	5,5.5,5.5.3
mazE	5,5.5,5.5.6
mazE	5,5.6,5.6.3
mazE	5,5.6,5.6.4
mazF	2,2.2,2.2.4
mazF	2,2.3,2.3.2
mazF	3,3.1,3.1.3,3.1.3.1
mazF	5,5.10
mazF	5,5.5,5.5.3
mazF	5,5.5,5.5.6
mazF	5,5.6,5.6.3
mazF	5,5.6,5.6.4
mazG	5,5.5,5.5.3
mcaS	2,2.2,2.2.7
mcaS	3,3.1,3.1.3,3.1.3.1
mcaS	3,3.1,3.1.3,3.1.3.3
mcaS	3,3.1,3.1.3,3.1.3.6
mcbA	6
mcbR	2,2.2,2.2.2
mcbR	3,3.1,3.1.2
mcrA	8,8.1
mcrB	1,1.2,1.2.2
mcrB	2,2.1,2.1.2
mcrB	2,2.1,2.1.5
mcrC	1,1.2,1.2.2
mcrC	2,2.1,2.1.2
mcrC	2,2.1,2.1.5
mdaB	1,1.4,1.4.1
mdaB	5,5.6,5.6.4
mdfA	4,4.2,4.2.A
mdfA	5,5.6,5.6.4
mdfA	6,6.1
mdh	1,1.1,1.1.1
mdh	1,1.3,1.3.4
mdh	1,1.3,1.3.5
mdh	1,1.7
mdh	1,1.7,1.7.21
mdlA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
mdlA	6,6.1
mdlB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
mdlB	6,6.1
mdtA	6,6.1
mdtB	4,4.2,4.2.A
mdtB	6,6.1
mdtC	4,4.2,4.2.A
mdtC	6,6.1
mdtD	4,4.2,4.2.A
mdtD	6,6.1
mdtE	4,4.8.A
mdtE	5,5.6,5.6.4
mdtF	4,4.2
mdtF	5,5.6,5.6.4
mdtF	6,6.1
mdtG	4,4.2,4.2.A
mdtG	6,6.1
mdtH	4,4.2,4.2.A
mdtH	6,6.1
mdtI	4,4.2,4.2.A
mdtI	5,5.6,5.6.4
mdtI	6,6.1
mdtJ	4,4.2,4.2.A
mdtJ	5,5.6,5.6.4
mdtJ	6,6.1
mdtK	4,4.2,4.2.A
mdtK	5,5.6,5.6.4
mdtK	6,6.1
mdtL	4,4.2,4.2.A
mdtL	6,6.1
mdtM	4,4.2,4.2.A
mdtM	6,6.1
mdtN	4,4.2,4.2.A
mdtN	5,5.6,5.6.4
mdtO	4,4.2,4.2.A
mdtO	5,5.6,5.6.4
mdtP	4,4.2,4.2.A
mdtP	5,5.6,5.6.4
melA	1,1.1,1.1.1
melB	1,1.1,1.1.1
melB	4,4.2,4.2.A
melB	6,6.1
melR	1,1.1,1.1.1
melR	2,2.2,2.2.2
melR	3,3.1,3.1.2,3.1.2.2
melR	3,3.3,3.3.1
menA	1,1.3,1.3.7
menA	1,1.5,1.5.3,1.5.3.11
menA	6,6.1
menB	1,1.3,1.3.7
menB	1,1.5,1.5.3,1.5.3.11
menC	1,1.3,1.3.7
menC	1,1.5,1.5.3,1.5.3.11
menD	1,1.3,1.3.7
menD	1,1.5,1.5.3,1.5.3.11
menE	1,1.3,1.3.7
menE	1,1.5,1.5.3,1.5.3.11
menF	1,1.3,1.3.7
menF	1,1.5,1.5.3,1.5.3.11
menH	1,1.5,1.5.3,1.5.3.11
menI	1,1.5,1.5.3,1.5.3.11
mepA	1,1.6,1.6.7
mepA	5,5.6,5.6.4
mepA	6,6.2
mepH	1,1.6,1.6.7
mepM	1,1.6,1.6.7
mepM	5,5.1
mepS	1,1.6,1.6.7
metA	1,1.5,1.5.1,1.5.1.9
metB	1,1.1,1.1.3
metB	1,1.5,1.5.1,1.5.1.9
metB	1,1.7,1.7.30
metC	1,1.5,1.5.1,1.5.1.9
metE	1,1.5,1.5.1,1.5.1.9
metF	1,1.7,1.7.17
metG	2,2.3,2.3.1
metH	1,1.5,1.5.1,1.5.1.9
metI	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
metI	6,6.1
metJ	1,1.5,1.5.1,1.5.1.9
metJ	2,2.2,2.2.2
metJ	3,3.1,3.1.2,3.1.2.3
metJ	3,3.3,3.3.1
metK	1,1.7,1.7.20
metL	1,1.5,1.5.1,1.5.1.21
metL	1,1.5,1.5.1,1.5.1.7
metN	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
metQ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
metR	1,1.5,1.5.1,1.5.1.9
metR	2,2.2,2.2.2
metR	3,3.1,3.1.2,3.1.2.2
metR	3,3.1,3.1.2,3.1.2.3
metR	3,3.3,3.3.1
metT	2,2.2,2.2.5
metU	2,2.2,2.2.5
metV	2,2.2,2.2.5
metW	2,2.2,2.2.5
metY	2,2.2,2.2.5
metZ	2,2.2,2.2.5
mfd	2,2.1,2.1.4
mglA	1,1.1,1.1.1
mglA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
mglB	1,1.1,1.1.1
mglB	2,2.3,2.3.4
mglB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
mglC	1,1.1,1.1.1
mglC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
mglC	6,6.1
mgrB	5,5.5,5.5.4
mgrR	2,2.2,2.2.7
mgrR	3,3.1,3.1.3,3.1.3.6
mgsA	1,1.7,1.7.23
mgtA	4,4.3,4.3.A,4.3.A.3
mgtA	6,6.1
mgtL	3,3.1,3.1.2
mgtS	5,5.5,5.5.3
mgtS	6,6.1
mhpA	1,1.1,1.1.1
mhpB	1,1.1,1.1.2
mhpC	1,1.1,1.1.1
mhpD	1,1.1,1.1.1
mhpE	1,1.1,1.1.1
mhpF	1,1.1,1.1.1
mhpR	1,1.1,1.1.2
mhpR	2,2.2,2.2.2
mhpR	3,3.1,3.1.2,3.1.2.2
mhpR	3,3.3,3.3.1
mhpT	1,1.1,1.1.2
mhpT	4,4.2,4.2.A
mhpT	6,6.1
miaA	2,2.2,2.2.3
miaA	5,5.5,5.5.2
miaB	2,2.2,2.2.3
micA	2,2.2,2.2.7
micA	3,3.1,3.1.3,3.1.3.6
micC	2,2.2,2.2.7
micC	3,3.1,3.1.3,3.1.3.6
micF	2,2.2,2.2.7
micF	3,3.1,3.1.3,3.1.3.1
micF	3,3.1,3.1.3,3.1.3.6
micF	5,5.10
micF	5,5.5
micF	5,5.6,5.6.4
minC	5,5.1
minC	5,5.2
minD	5,5.1
minD	5,5.2
minD	6,6.1
minE	5,5.1
minE	5,5.2
minE	6,6.1
mioC	1,1.5,1.5.3,1.5.3.1
mioC	2,2.1,2.1.1
mipA	1,1.6,1.6.7
mipA	6,6.2
mlaA	4
mlaB	4
mlaB	6,6.1
mlaC	4
mlaD	4
mlaD	6,6.1
mlaE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
mlaE	6,6.1
mlaF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
mlc	1,1.6,1.6.9
mlc	2,2.2,2.2.2
mlc	3,3.1,3.1.2,3.1.2.3
mlc	3,3.3,3.3.1
mlc	3,3.3,3.3.4
mlrA	2,2.2,2.2.2
mlrA	3,3.1,3.1.2
mltA	1,1.2,1.2.3
mltB	1,1.2,1.2.3
mltC	1,1.2,1.2.3
mltC	6,6.1
mltD	1,1.2,1.2.3
mltF	1,1.2,1.2.3
mltG	1,1.6,1.6.7
mltG	5,5.1
mmuM	1,1.5,1.5.1,1.5.1.9
mmuM	8,8.1
mmuP	1,1.5,1.5.1,1.5.1.9
mmuP	4,4.2,4.2.A
mmuP	6,6.1
mmuP	8,8.1
mngA	1,1.1,1.1.1
mngA	2,2.3,2.3.3
mngA	4,4.4,4.4.A
mngA	5,5.5,5.5.2
mngA	6,6.1
mngB	1,1.1,1.1.1
mngR	1,1.3,1.3.4
mngR	2,2.2,2.2.2
mngR	3,3.1,3.1.2,3.1.2.3
mnmA	2,2.2,2.2.3
mnmC	2,2.2,2.2.3
mnmE	2,2.2,2.2.3
mnmE	2,2.2,2.2.5
mnmG	2,2.2,2.2.3
mntH	4,4.2,4.2.A
mntH	5,5.6,5.6.2
mntH	6,6.1
mntP	4,4.9.B
mntP	6,6.1
mntR	2,2.2,2.2.2
mntR	3,3.1,3.1.2
moaA	1,1.5,1.5.3,1.5.3.4
moaB	1,1.5,1.5.3,1.5.3.4
moaC	1,1.5,1.5.3,1.5.3.4
moaD	1,1.5,1.5.3,1.5.3.4
moaE	1,1.5,1.5.3,1.5.3.4
mobA	1,1.5,1.5.3,1.5.3.4
mobB	1,1.5,1.5.3
mocA	1,1.5,1.5.3,1.5.3.4
modA	1,1.5,1.5.3,1.5.3.4
modA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
modB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
modB	6,6.1
modC	1,1.5,1.5.3,1.5.3.4
modC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
modE	1,1.5,1.5.3,1.5.3.4
modE	2,2.2,2.2.2
modE	3,3.1,3.1.2,3.1.2.2
modE	3,3.1,3.1.2,3.1.2.3
modE	3,3.3,3.3.1
moeA	1,1.5,1.5.3,1.5.3.4
moeB	1,1.5,1.5.3,1.5.3.4
mog	1,1.5,1.5.3,1.5.3.4
mokC	5,5.6,5.6.3
motA	4,4.1,4.1.A
motA	5,5.3
motA	6,6.1
motB	4,4.1,4.1.A
motB	5,5.3
motB	6,6.1
motB	6,6.4
mpaA	1,1.2,1.2.3
mpaA	6,6.2
mpl	1,1.7,1.7.34
mpl	6,6.2
mppA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
mppA	5,5.10
mprA	2,2.2,2.2.2
mprA	3,3.1,3.1.2,3.1.2.3
mprA	3,3.3,3.3.1
mprA	5,5.6,5.6.4
mprA	8,8.2
mqo	1
mqsA	3,3.1,3.1.4
mqsR	3,3.1,3.1.3,3.1.3.1
mqsR	5,5.3
mraY	1,1.6,1.6.7
mraY	6,6.1
mraY	6,6.2
mrcA	1,1.6,1.6.7
mrcA	5,5.1
mrcA	5,5.6,5.6.4
mrcA	6,6.2
mrcB	1,1.6,1.6.7
mrcB	1,1.7,1.7.12
mrcB	5,5.1
mrcB	5,5.6,5.6.4
mrcB	6,6.2
mrdA	1,1.6,1.6.7
mrdA	5,5.1
mrdA	5,5.6,5.6.4
mrdA	6,6.2
mrdB	4,4.9.B
mrdB	5,5.1
mrdB	6,6.1
mreB	5,5.5
mreC	1,1.6
mreD	1,1.6
mreD	6,6.1
mrp	1,1.5,1.5.3
mrr	2,2.1,2.1.2
mrr	3,3.1,3.1.1,3.1.1.2
msbA	4,4.3,4.3.A,4.3.A.1
msbA	6,6.1
mscK	4,4.1,4.1.A
mscK	5,5.5,5.5.6
mscK	6,6.1
mscL	4,4.1,4.1.A
mscL	5,5.5,5.5.6
mscL	6,6.1
mscM	4,4.1
mscM	5,5.5,5.5.1
mscM	6,6.1
mscS	4,4.1,4.1.A
mscS	5,5.5,5.5.6
mscS	6,6.1
msrA	2,2.3,2.3.4
msrA	5,5.10
msrA	5,5.5,5.5.6
msrB	2,2.3,2.3.4
msrB	5,5.5,5.5.6
msrP	5,5.5,5.5.6
msrQ	5,5.5,5.5.6
msyB	4
mtfA	3,3.1,3.1.3
mtgA	1,1.6,1.6.7
mtgA	6,6.2
mtlA	1,1.1,1.1.1
mtlA	4,4.4,4.4.A
mtlA	6,6.1
mtlD	1,1.1,1.1.1
mtlR	1,1.1,1.1.1
mtlR	2,2.2,2.2.2
mtlR	3,3.1,3.1.2,3.1.2.3
mtn	1,1.7,1.7.33
mtr	1,1.5,1.5.1,1.5.1.15
mtr	4,4.2,4.2.A
mtr	6,6.1
mug	2,2.1,2.1.4
mukB	5,5.1
mukE	2,2.1
mukE	3,3.1,3.1.4
mukE	5,5.1
mukE	5,5.10
mukF	2,2.1
mukF	5,5.1
mukF	5,5.6,5.6.3
murA	1,1.6,1.6.7
murA	6,6.2
murB	1,1.6,1.6.7
murB	6,6.2
murC	1,1.6,1.6.7
murC	6,6.2
murD	1,1.6,1.6.7
murD	6,6.2
murE	1,1.6,1.6.7
murE	6,6.2
murF	1,1.6,1.6.7
murF	1,1.7,1.7.34
murF	5,5.1
murF	6,6.2
murG	1,1.6,1.6.7
murG	6,6.1
murG	6,6.2
murI	1,1.6,1.6.7
murI	6,6.2
murJ	4,4.2,4.2.A
murJ	6,6.1
murP	1,1.1,1.1.1
murP	4,4.4,4.4.A
murQ	1,1.7,1.7.34
murR	2,2.2,2.2.2
